artist_name,track_name,album_name,artist_genres,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Drake,Nonstop,Scorpion,"['Drake', ['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap'], ['art rock', 'british folk', 'chamber pop', 'folk', 'folk rock', 'folk-pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'rock', 'singer-songwriter', 'slow core', 'traditional folk'], ['contemporary country', 'country pop'], ['post-teen pop'], ['la pop'], ['epicore', 'scorecore', 'soundtrack', 'video game music'], ['steel guitar']]",0TlLq3lA83rQOYtrqBqSct,84,0.0164,0.912,238614,0.41200000000000003,0.013000000000000001,7,0.10400000000000001,-8.074,1,0.124,154.983,4,0.42200000000000004
Cardi B,I Like It,Invasion of Privacy,"['Cardi B', ['pop', 'rap']]",58q2HKrzhC3ozto2nDdN4z,86,0.099,0.816,253390,0.726,0.0,5,0.37200000000000005,-3.998,0,0.129,136.048,4,0.65
Lil Mosey,Noticed,Northsbest,"['Lil Mosey', ['rap conscient', 'trap music', 'vapor trap']]",6JQvHMSaR8flFsN53ypOfP,83,0.462,0.6990000000000001,165000,0.5579999999999999,0.0,11,0.11599999999999999,-7.622000000000001,1,0.0603,79.992,4,0.493
Cardi B,Money,Money,"['Cardi B', ['pop', 'rap']]",2GGMabyHXnJmjY6CXhhB2e,82,0.00534,0.95,183527,0.59,0.0,8,0.11,-6.507999999999999,0,0.29,130.003,4,0.21899999999999997
Alec Benjamin,Let Me Down Slowly,Narrated For You,"['Alec Benjamin', ['pop']]",2qxmye6gAegTMjLKEBoR3d,89,0.74,0.652,169354,0.557,0.0,1,0.124,-5.7139999999999995,0,0.0318,150.07299999999998,4,0.483
Dean Lewis,Be Alright,Be Alright,"['Dean Lewis', ['australian pop', 'pop']]",3EPXxR3ImUwfayaurPi3cm,87,0.6970000000000001,0.5529999999999999,196373,0.586,0.0,11,0.0813,-6.319,1,0.0362,126.684,4,0.44299999999999995
Drake,God's Plan,Scorpion,"['Drake', ['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap'], ['art rock', 'british folk', 'chamber pop', 'folk', 'folk rock', 'folk-pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'rock', 'singer-songwriter', 'slow core', 'traditional folk'], ['contemporary country', 'country pop'], ['post-teen pop'], ['la pop'], ['epicore', 'scorecore', 'soundtrack', 'video game music'], ['steel guitar']]",6DCZcSspjsKoFjzjrWoCdn,86,0.0332,0.754,198973,0.449,8.290000000000001e-05,7,0.552,-9.211,1,0.109,77.169,4,0.35700000000000004
Lady Gaga,Shallow,A Star Is Born Soundtrack,"['Lady Gaga', ['dance pop', 'pop'], ['fake']]",2VxeLyX666F8uXCJ0dZF8B,91,0.371,0.5720000000000001,215733,0.385,0.0,7,0.231,-6.362,1,0.0308,95.79899999999999,4,0.32299999999999995
Bad Bunny,MIA (feat. Drake),MIA (feat. Drake),"['Bad Bunny', ['reggaeton', 'trap latino']]",116H0KvKr2Zl4RPuVBruDO,88,0.0141,0.8170000000000001,210368,0.539,0.000496,6,0.099,-6.349,0,0.0621,97.06200000000001,4,0.158
Metro Boomin,Space Cadet (feat. Gunna),NOT ALL HEROES WEAR CAPES (Deluxe),"['Metro Boomin', ['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']]",1fewSx2d5KIZ04wsooEBOz,81,0.368,0.9009999999999999,203267,0.46399999999999997,1.7100000000000002e-05,5,0.23800000000000002,-9.789,0,0.0645,109.00399999999999,4,0.638
Lil Baby,Pure Cocaine,Street Gossip,"['Lil Baby', ['atl hip hop', 'atl trap', 'rap', 'trap music']]",577YBGuskWkVDCxZrLRB4v,80,0.0012699999999999999,0.9640000000000001,154024,0.48700000000000004,6.57e-06,10,0.115,-6.071000000000001,0,0.42100000000000004,127.05,4,0.107
YoungBoy Never Broke Again,Slime Belief,Realer,"['YoungBoy Never Broke Again', ['southern hip hop', 'trap music']]",2qGfZAgDe1pV2y5xJAhi6R,79,0.257,0.748,192606,0.578,0.0,9,0.13,-5.72,1,0.19399999999999998,140.016,4,0.166
XXXTENTACION,changes,?,"['XXXTENTACION', ['emo rap', 'miami hip hop']]",7AFASza1mXqntmGtbxXprO,84,0.883,0.669,121887,0.308,0.0,11,0.0984,-10.068,1,0.028999999999999998,64.934,4,0.52
Zedd,The Middle,The Middle,"['Zedd', ['complextro', 'dance pop', 'edm', 'electro house', 'german techno', 'pop', 'post-teen pop', 'tropical house']]",09IStsImFySgyp0pIQdqAc,85,0.171,0.753,184732,0.657,0.0,7,0.11199999999999999,-3.0610000000000004,1,0.0449,107.01,4,0.43700000000000006
Bazzi,Mine,COSMIC,"['Bazzi', ['dance pop', 'pop', 'post-teen pop']]",7uzmGiiJyRfuViKKK3lVmR,82,0.0161,0.71,131064,0.789,2.77e-06,4,0.451,-3.8739999999999997,1,0.0722,142.929,4,0.7170000000000001
Kina,Get You The Moon (feat. Snøw),Get You The Moon (feat. Snøw),"['Kina', ['lo-fi beats'], ['acoustic pop', 'folk-pop', 'indie cafe pop', 'neo mellow', 'pop', 'viral pop'], ['italian punk'], ['okinawan folk']]",4ZLzoOkj0MPWrTLvooIuaa,86,0.72,0.498,179080,0.235,0.0,1,0.14400000000000002,-16.541,0,0.188,118.917,4,0.0895
The Chainsmokers,This Feeling,Sick Boy,"['The Chainsmokers', ['edm', 'electropop', 'pop', 'tropical house']]",4NBTZtAt1F13VvlSKe6KTl,84,0.0558,0.575,197947,0.5710000000000001,0.0,1,0.0912,-7.906000000000001,1,0.0439,105.04899999999999,4,0.449
BlocBoy JB,Look Alive (feat. Drake),Look Alive (feat. Drake),"['BlocBoy JB', ['pop rap', 'rap', 'southern hip hop', 'trap music', 'vapor trap']]",4qKcDkK6siZ7Jp1Jb4m0aL,82,0.0010400000000000001,0.922,181263,0.581,5.8599999999999995e-05,10,0.105,-7.495,1,0.27,140.02200000000002,4,0.595
Juice WRLD,Lean Wit Me,Goodbye & Good Riddance,"['Juice WRLD', ['chicago rap']]",3oDkdAySo1VQQG0ptV7uwa,80,0.0414,0.665,175755,0.6509999999999999,0.0,1,0.0896,-5.515,1,0.156,163.935,4,0.237
Luke Combs,She Got the Best of Me,This One's for You Too (Deluxe Edition),"['Luke Combs', ['contemporary country', 'country road']]",698eQRku24PIYPQPHItKlA,78,0.0292,0.5329999999999999,183160,0.907,0.0,11,0.386,-3.793,1,0.0406,150.99,4,0.7
Travis Scott,YOSEMITE,ASTROWORLD,"['Travis Scott', ['pop', 'pop rap', 'rap']]",7lAK3oHbfEnvUQWosrMMpR,80,0.28300000000000003,0.785,150043,0.5539999999999999,3.4e-06,0,0.11599999999999999,-6.571000000000001,1,0.0409,128.047,4,0.14400000000000002
Drake,Nice For What,Scorpion,"['Drake', ['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap'], ['art rock', 'british folk', 'chamber pop', 'folk', 'folk rock', 'folk-pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'rock', 'singer-songwriter', 'slow core', 'traditional folk'], ['contemporary country', 'country pop'], ['post-teen pop'], ['la pop'], ['epicore', 'scorecore', 'soundtrack', 'video game music'], ['steel guitar']]",3CA9pLiwRIGtUBiMjbZmRw,82,0.0891,0.586,210747,0.909,0.000109,8,0.11900000000000001,-6.474,1,0.0705,93.39399999999999,4,0.757
Bazzi,Beautiful (feat. Camila Cabello),Beautiful (feat. Camila Cabello),"['Bazzi', ['dance pop', 'pop', 'post-teen pop']]",4VUwkH455At9kENOfzTqmF,84,0.34600000000000003,0.638,180000,0.7170000000000001,0.0,2,0.105,-4.7219999999999995,1,0.0337,100.027,4,0.249
KYLE,Hey Julie! (feat. Lil Yachty),Hey Julie! (feat. Lil Yachty),"['KYLE', ['pop', 'pop rap', 'rap'], ['pop', 'pop rap'], ['neo-classical'], ['alternative r&b', 'deep pop r&b', 'indie r&b', 'neo r&b', 'r&b', 'trap soul'], ['horror synth', 'soundtrack'], ['otacore', 'scorecore'], ['outlaw country', 'red dirt', 'texas country'], ['comedy', 'comic']]",1jkEorRvoRQNo1WZfD1X5q,81,0.0446,0.8009999999999999,156443,0.505,9.52e-06,11,0.122,-5.829,1,0.293,161.059,4,0.757
Drake,In My Feelings,Scorpion,"['Drake', ['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap'], ['art rock', 'british folk', 'chamber pop', 'folk', 'folk rock', 'folk-pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'rock', 'singer-songwriter', 'slow core', 'traditional folk'], ['contemporary country', 'country pop'], ['post-teen pop'], ['la pop'], ['epicore', 'scorecore', 'soundtrack', 'video game music'], ['steel guitar']]",2G7V7zsVDxg1yRsu7Ew9RJ,84,0.0589,0.835,217925,0.626,5.9999999999999995e-05,1,0.396,-5.832999999999999,1,0.125,91.03,4,0.35
Lil Baby,Close Friends (Lil Baby & Gunna),Drip Harder,"['Lil Baby', ['atl hip hop', 'atl trap', 'rap', 'trap music']]",5nzhL67GpF9szXWg5y509A,79,0.044000000000000004,0.665,203881,0.585,0.0,10,0.0789,-5.077,0,0.366,158.953,4,0.6579999999999999
Roddy Ricch,Die Young,Feed Tha Streets II,"['Roddy Ricch', ['rap', 'trap music']]",3wLtYwtqvKK2ewelSVPeDK,79,0.218,0.688,157657,0.6559999999999999,0.0,4,0.115,-5.541,0,0.276,160.414,4,0.365
Lewis Capaldi,Someone You Loved,Breach,"['Lewis Capaldi', ['pop', 'uk pop']]",2TIlqbIneP0ZY1O0EzYLlc,90,0.7509999999999999,0.501,182161,0.405,0.0,1,0.105,-5.678999999999999,1,0.0319,109.891,4,0.446
Kodak Black,Calling My Spirit,Dying To Live,"['Kodak Black', ['miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']]",2MShy1GSSgbmGUxADNIao5,78,0.0996,0.91,152000,0.366,0.0,1,0.261,-9.954,1,0.0941,119.985,4,0.74
Kane Brown,Good as You,Experiment,"['Kane Brown', ['contemporary country', 'country road']]",1D07CwYBPqu8NbQTdu9C1g,77,0.4,0.634,192053,0.516,0.0,8,0.142,-6.05,1,0.0373,153.83100000000002,4,0.769
Post Malone,Candy Paint,beerbongs & bentleys,"['Post Malone', ['pop', 'rap']]",32lItqlMi4LBhb4k0BaSaC,81,0.627,0.67,227533,0.654,1.02e-06,4,0.071,-5.944,1,0.153,180.024,4,0.43799999999999994
YG,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",STAY DANGEROUS,"['YG', ['cali rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music'], ['drill'], ['baltimore hip hop']]",0ZNrc4kNeQYD9koZ3KvCsy,78,0.005520000000000001,0.745,237240,0.34600000000000003,0.0,1,0.0881,-7.709,1,0.331,203.91099999999997,4,0.11199999999999999
Lil Peep,Falling Down - Bonus Track,"Come Over When You're Sober, Pt. 2","['Lil Peep', ['emo rap', 'lgbtq+ hip hop']]",4jvjzW7Hm0yK4LvvE0Paz9,82,0.0175,0.669,196400,0.574,0.00294,4,0.146,-6.442,0,0.0286,120.01299999999999,4,0.273
Metro Boomin,10 Freaky Girls (with 21 Savage),NOT ALL HEROES WEAR CAPES (Deluxe),"['Metro Boomin', ['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']]",0AluA5RNsa4Cx6XRhf2hWZ,78,0.588,0.81,208293,0.353,0.0,6,0.102,-9.931000000000001,0,0.31,88.031,4,0.0727
Dan + Shay,Tequila,Tequila,"['Dan + Shay', ['contemporary country']]",7Il2yWQmsqKgSkLQvHTPUI,77,0.0292,0.474,195987,0.594,0.0,11,0.133,-5.756,1,0.0289,86.131,4,0.503
Pedro Capó,Calma - Remix,Calma (Remix),"['Pedro Capó', ['latin pop']]",5iwz1NiezX7WWjnCgY5TH4,91,0.32299999999999995,0.826,238200,0.773,0.0,11,0.14300000000000002,-4.218,0,0.0524,126.899,4,0.7609999999999999
Eminem,Lucky You (feat. Joyner Lucas),Kamikaze,"['Eminem', ['detroit hip hop', 'g funk', 'hip hop', 'rap']]",60SdxE8apGAxMiRrpbmLY0,82,0.0627,0.8759999999999999,244679,0.7859999999999999,0.0,10,0.127,-4.8839999999999995,0,0.306,153.06799999999998,4,0.575
Rich The Kid,Plug Walk,The World Is Yours,"['Rich The Kid', ['atl hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']]",1ZAyjvIk9YiD76yYy0TEG6,80,0.20199999999999999,0.8759999999999999,175230,0.519,0.0,11,0.10800000000000001,-6.531000000000001,1,0.14300000000000002,94.98100000000001,4,0.158
Lil Mosey,Kamikaze,Northsbest,"['Lil Mosey', ['rap conscient', 'trap music', 'vapor trap']]",1iPBD72u3nAyFEeardYuBV,79,0.301,0.792,139200,0.5710000000000001,0.0,8,0.1,-7.539,0,0.094,99.999,4,0.556
Khalid,OTW,OTW,"['Khalid', ['pop'], ['pakistani pop'], ['somali pop']]",6Hgh47WXVKtXN5zGOu0hjI,80,0.183,0.652,263014,0.6779999999999999,3.26e-05,2,0.106,-6.183,1,0.0541,72.98899999999999,4,0.28
Playboi Carti,Shoota (feat. Lil Uzi Vert),Die Lit,"['Playboi Carti', ['atl hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop']]",2BJSMvOGABRxokHKB0OI8i,77,0.191,0.674,153800,0.649,0.0,1,0.122,-8.433,0,0.19899999999999998,153.069,4,0.48
Alessia Cara,Out Of Love,The Pains Of Growing,"['Alessia Cara', ['canadian contemporary r&b', 'dance pop', 'pop', 'post-teen pop', 'r&b']]",4WzhjxvLP95y7AMDy0Atwb,81,0.8,0.49200000000000005,227693,0.267,0.0,7,0.249,-9.25,1,0.0336,117.679,3,0.13699999999999998
Juice WRLD,Wasted (feat. Lil Uzi Vert),Goodbye & Good Riddance,"['Juice WRLD', ['chicago rap']]",1a7WZZZH7LzyvorhpOJFTe,78,0.0381,0.742,258475,0.579,0.0,0,0.0952,-5.024,1,0.20199999999999999,144.994,4,0.502
6ix9ine,"FEFE (feat. Nicki Minaj, Murda Beatz)",DUMMY BOY,"['6ix9ine', ['emo rap']]",4QIyEq7TcTdAcxjI2AFlAK,81,0.08800000000000001,0.9309999999999999,179405,0.387,0.0,1,0.136,-9.127,1,0.41200000000000003,125.978,4,0.376
Lil Tjay,Brothers,Brothers,"['Lil Tjay', ['nyc rap', 'trap music']]",3OKjDHmSJVKOn6V4hCR8bq,77,0.695,0.677,210080,0.42100000000000004,0.0,2,0.139,-10.19,0,0.14,85.33200000000001,5,0.609
Ski Mask The Slump God,Nuketown (feat. Juice WRLD),STOKELEY,"['Ski Mask The Slump God', ['miami hip hop', 'trap music', 'underground hip hop']]",74lnM5V6ecvoTPV0fvptx9,77,0.113,0.8079999999999999,166400,0.617,0.0,10,0.7340000000000001,-9.32,0,0.442,149.96200000000002,4,0.632
Bebe Rexha,I'm a Mess,Expectations,"['Bebe Rexha', ['dance pop', 'pop', 'post-teen pop']]",04ZTP5KsCypmtCmQg5tH9R,83,0.00281,0.63,195519,0.6940000000000001,0.0,11,0.0719,-6.257000000000001,0,0.0253,97.005,4,0.21600000000000003
A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),TESTING,"['A$AP Rocky', ['east coast hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']]",7ycWLEP1GsNjVvcjawXz3z,82,0.0609,0.85,205040,0.569,0.0816,5,0.1,-8.152000000000001,0,0.136,80.02,4,0.294
King Princess,1950,1950,"['King Princess', ['dance pop', 'electropop', 'indie cafe pop', 'nyc pop', 'pop']]",0CZ8lquoTX2Dkg7Ak2inwA,81,0.648,0.6,225133,0.535,4.7e-06,4,0.162,-7.042999999999999,1,0.107,71.91199999999999,4,0.26899999999999996
Dan + Shay,Speechless,Speechless,"['Dan + Shay', ['contemporary country']]",7q7jyVU0f0hnod8tsaUmxg,76,0.32799999999999996,0.631,212745,0.44,0.0,1,0.239,-5.9479999999999995,1,0.027999999999999997,136.033,4,0.418
Lil Baby,"Never Recover (Lil Baby & Gunna, Drake)",Drip Harder,"['Lil Baby', ['atl hip hop', 'atl trap', 'rap', 'trap music']]",6wWaVoUOzLQJHd3bWAUpdZ,77,0.0716,0.757,194732,0.69,0.0,1,0.192,-5.327000000000001,0,0.282,132.064,4,0.914
Juice WRLD,Black & White,Goodbye & Good Riddance,"['Juice WRLD', ['chicago rap']]",1fCeXjoRExPP2qwSBh2aST,77,0.0802,0.7759999999999999,186945,0.736,0.0,7,0.159,-4.612,1,0.247,147.946,4,0.233
Camila Cabello,Havana (feat. Young Thug),Camila,"['Camila Cabello', ['dance pop', 'pop', 'post-teen pop', 'r&b']]",1rfofaqEpACxVEHIZBJe6W,85,0.184,0.765,217307,0.523,3.5600000000000005e-05,2,0.132,-4.333,1,0.03,104.988,4,0.39399999999999996
Nipsey Hussle,Grinding All My Life,Victory Lap,"['Nipsey Hussle', ['conscious hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']]",3R9j8urSPiBbapNbyuSYkE,77,0.0491,0.6,175040,0.716,0.0,3,0.109,-5.553999999999999,0,0.384,180.165,4,0.24600000000000002
Trippie Redd,Topanga,A Love Letter To You 3,"['Trippie Redd', ['rap', 'trap music']]",5aXgz1oKK8Q9z9xvTmSnrO,77,0.00587,0.755,215364,0.615,1.75e-06,4,0.109,-8.245,1,0.0454,105.955,4,0.039
French Montana,No Stylist,No Stylist,"['French Montana', ['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']]",04MLEeAMuV9IlHEsD8vF6A,81,0.0215,0.765,192172,0.7040000000000001,0.0,5,0.22699999999999998,-4.5889999999999995,0,0.127,147.055,4,0.498
benny blanco,Roses (with Juice WRLD feat. Brendon Urie),Roses (with Juice WRLD feat. Brendon Urie),"['benny blanco', ['dance pop', 'pop', 'tropical house']]",5YAP8zpqj1eIX88makBjDe,78,0.166,0.613,223543,0.6,0.0,8,0.11699999999999999,-7.097,1,0.154,147.059,4,0.532
Ella Mai,Trip,Ella Mai,"['Ella Mai', ['pop', 'post-teen pop', 'r&b', 'uk contemporary r&b', 'urban contemporary']]",6CTWathupIiDs7U4InHnDA,79,0.225,0.47700000000000004,213993,0.61,0.0,11,0.107,-5.627999999999999,0,0.14400000000000002,79.882,4,0.358
Travis Scott,BUTTERFLY EFFECT,ASTROWORLD,"['Travis Scott', ['pop', 'pop rap', 'rap']]",2cYqizR4lgvp4Qu6IQ3qGN,80,0.0531,0.763,190557,0.628,0.0,11,0.114,-5.85,1,0.05,140.958,4,0.193
Cardi B,Bodak Yellow,Invasion of Privacy,"['Cardi B', ['pop', 'rap']]",6KBYefIoo7KydImq1uUQlL,77,0.0659,0.9259999999999999,223713,0.703,0.0,11,0.231,-6.337000000000001,0,0.10300000000000001,125.022,4,0.485
Aminé,REEL IT IN,ONEPOINTFIVE,"['Aminé', ['hip hop', 'pop', 'pop rap', 'portland hip hop', 'rap'], ['brazilian edm', 'deep disco house', 'deep groove house', 'house'], ['brazilian edm'], ['francoton', 'french pop'], ['rai']]",5qHirGR7M9tdm6C17DlzSY,78,0.073,0.754,121347,0.342,0.0,10,0.193,-8.677,0,0.0991,128.981,4,0.423
Lil Uzi Vert,New Patek,New Patek,"['Lil Uzi Vert', ['philly rap', 'rap', 'trap music']]",0Fpen1PTuEnCmOJtUU9Iud,76,0.0367,0.85,343099,0.785,0.0,8,0.155,-4.963,0,0.345,145.063,4,0.718
Shawn Mendes,In My Blood,Shawn Mendes,"['Shawn Mendes', ['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']]",2QZ7WLBE8h2y1Y5Fb8RYbH,83,0.0573,0.622,211360,0.7120000000000001,0.0,5,0.13,-7.321000000000001,1,0.066,140.025,4,0.48700000000000004
